player,team,week,opponent,points,minutes,goal,assist,cleanSheet,goalsConceded,influence,creativity,threat,iCTIndex
LucasMoura,TOT,22,MUN (H) 0-1,0,0,0,0,0,0,0,0,0,0
LucasMoura,TOT,23,FUL (A) 1-2,0,0,0,0,0,0,0,0,0,0
LucasMoura,TOT,24,WAT (H) 2-1,1,45,0,0,0,0,6.6,1.7,4,1.2
LucasMoura,TOT,25,NEW (H) 1-0,1,59,0,0,0,0,0,24.6,16,4
LucasMoura,TOT,26,LEI (H) 3-1,0,0,0,0,0,0,0,0,0,0
LucasMoura,TOT,27,BUR (A) 2-1,1,2,0,0,0,0,0,0.3,2,0.2
LucasMoura,TOT,28,CHE (A) 2-0,1,10,0,0,0,1,1,0.4,0,0.1
LucasMoura,TOT,29,ARS (H) 1-1,0,0,0,0,0,0,0,0,0,0
LucasMoura,TOT,30,SOU (A) 2-1,3,71,0,0,1,0,3.2,12.3,14,3
LucasMoura,TOT,32.1,LIV (A) 2-1,6,81,1,0,0,1,37.2,15.2,29,8.1
LucasMoura,TOT,32.2,CRY (H) 2-0,1,8,0,0,0,0,4,0,17,2.1
LucasMoura,TOT,34,HUD (H) 4-0,21,90,3,0,1,0,114.2,4.9,68,18.7
LucasMoura,TOT,35.1,MCI (A) 1-0,2,90,0,0,0,1,6.6,15.6,22,4.4
LucasMoura,TOT,35.2,BHA (H) 1-0,3,79,0,0,1,0,6.2,28.4,31,6.6
Jota,WOL,1,EVE (H) 2-2,5,90,0,1,0,2,4.2,9.8,5,1.9
Jota,WOL,2,LEI (A) 2-0,1,45,0,0,0,2,2.8,11.3,8,2.2
Jota,WOL,3,MCI (H) 1-1,2,90,0,0,0,1,13,28,39,8
Jota,WOL,4,WHU (A) 0-1,3,61,0,0,1,0,0.4,4.4,6,1.1
Jota,WOL,5,BUR (H) 1-0,2,87,0,0,1,0,8.4,40.1,46,9.5
Jota,WOL,6,MUN (A) 1-1,2,86,0,0,0,1,6.6,6.3,17,3
Jota,WOL,7,SOU (H) 2-0,2,76,0,0,1,0,0.6,3.3,2,0.6
Jota,WOL,8,CRY (A) 0-1,3,86,0,0,1,0,7.8,24.8,4,3.7
Jota,WOL,9,WAT (H) 0-2,1,90,0,0,0,2,5.4,11.8,16,3.3
Jota,WOL,10,BHA (A) 1-0,1,29,0,0,0,0,6.8,1.8,33,4.2
Jota,WOL,11,TOT (H) 2-3,0,0,0,0,0,0,0,0,0,0
Jota,WOL,12,ARS (A) 1-1,1,29,0,0,0,1,0,0.5,28,2.8
Jota,WOL,13,HUD (H) 0-2,1,15,0,0,0,0,3.6,1.8,17,2.2
Jota,WOL,14,CAR (A) 2-1,1,24,0,0,0,1,8.2,21.8,0,3
Jota,WOL,15,CHE (H) 2-1,8,87,1,0,0,1,37.2,2.2,35,7.4
Jota,WOL,16,NEW (A) 1-2,11,90,1,1,0,1,40.4,13.3,60,11.4
Jota,WOL,17,BOU (H) 2-0,4,45,0,1,0,0,16.2,10,6,3.2
Jota,WOL,18,LIV (H) 0-2,0,0,0,0,0,0,0,0,0,0
Jota,WOL,19,FUL (A) 1-1,0,0,0,0,0,0,0,0,0,0
Jota,WOL,20,TOT (A) 1-3,0,0,0,0,0,0,0,0,0,0
Jota,WOL,21,CRY (H) 0-2,0,0,0,0,0,0,0,0,0,0
Jota,WOL,22,MCI (A) 3-0,1,58,0,0,0,2,0.4,1,0,0.1
Jota,WOL,23,LEI (H) 4-3,19,90,3,0,0,3,108.8,12.3,80,20.1
Jota,WOL,24,WHU (H) 3-0,6,88,0,1,1,0,35.2,38.3,32,10.6
Jota,WOL,25,EVE (A) 1-3,5,76,0,1,0,1,1.6,13.1,39,5.4
Jota,WOL,26,NEW (H) 1-1,1,68,0,0,0,1,4.6,17.2,22,4.4
Jota,WOL,27,BOU (A) 1-1,1,65,0,0,0,1,1.8,4.2,14,2
Jota,WOL,28,HUD (A) 1-0,3,65,0,0,1,0,6.2,13.8,26,4.6
Jota,WOL,29,CAR (H) 2-0,11,46,1,1,0,0,56.4,12,41,10.9
Jota,WOL,30,CHE (A) 1-1,6,81,0,1,1,0,22.4,14.8,0,3.7
Jota,WOL,32.1,BUR (A) 2-0,2,90,0,0,0,2,9.6,17.4,24,5.1
Jota,WOL,32.2,MUN (H) 2-1,8,72,1,0,0,1,39.4,2.3,17,5.9
Jota,WOL,34,SOU (A) 3-1,2,86,0,0,0,3,1,2.6,26,3
Jota,WOL,35.1,BHA (H) 0-0,3,90,0,0,1,0,0,7.1,63,6.9
Jota,WOL,35.2,ARS (H) 3-1,8,77,1,0,1,0,43.6,1.8,23,6.8
Deulofeu,WAT,1,BHA (H) 2-0,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,2,BUR (A) 1-3,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,3,CRY (H) 2-1,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,4,TOT (H) 2-1,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,5,MUN (H) 1-2,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,6,FUL (A) 1-1,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,7,ARS (A) 2-0,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,8,BOU (H) 0-4,1,16,0,0,0,0,0,0.7,0,0
Deulofeu,WAT,9,WOL (A) 0-2,3,68,0,0,1,0,4.6,9,8,2.2
Deulofeu,WAT,10,HUD (H) 3-0,8,64,1,0,1,0,31.8,16.5,45,9.3
Deulofeu,WAT,11,NEW (A) 1-0,2,65,0,0,0,1,0,26,36,6.1
Deulofeu,WAT,12,SOU (A) 1-1,4,90,0,1,0,1,26.4,30.3,42,9.9
Deulofeu,WAT,13,LIV (H) 0-3,1,56,0,0,0,0,1.6,14,8,2.4
Deulofeu,WAT,14,LEI (A) 2-0,1,54,0,0,0,2,2.8,27.6,7,3.7
Deulofeu,WAT,15,MCI (H) 1-2,1,27,0,0,0,0,4.8,0.9,8,1.4
Deulofeu,WAT,16,EVE (A) 2-2,1,30,0,0,0,1,8.6,10.8,6,2.5
Deulofeu,WAT,17,CAR (H) 3-2,13,86,1,1,0,2,55.2,30.6,41,12.7
Deulofeu,WAT,18,WHU (A) 0-2,9,90,1,0,1,0,46.8,41.8,25,11.4
Deulofeu,WAT,19,CHE (H) 1-2,2,81,0,0,0,2,5.4,23.8,4,3.3
Deulofeu,WAT,20,NEW (H) 1-1,5,90,0,1,0,1,25.4,19.3,37,8.2
Deulofeu,WAT,21,BOU (A) 3-3,2,89,0,0,0,3,0,6.9,5,1.1
Deulofeu,WAT,22,CRY (A) 1-2,2,90,0,0,0,1,9.4,23.3,26,5.9
Deulofeu,WAT,23,BUR (H) 0-0,2,90,0,0,1,0,3.6,2.5,40,4.6
Deulofeu,WAT,24,TOT (A) 2-1,3,60,0,0,1,0,0,12.7,9,2.1
Deulofeu,WAT,25,BHA (A) 0-0,3,69,0,0,1,0,0,2.5,0,0.1
Deulofeu,WAT,26,EVE (H) 1-0,3,80,0,0,1,0,2.8,2.5,32,3.7
Deulofeu,WAT,27,CAR (A) 1-5,23,85,3,1,0,1,116.6,14.7,57,18.8
Deulofeu,WAT,28,LIV (A) 5-0,2,72,0,0,0,3,3.2,3.3,4,1.1
Deulofeu,WAT,29,LEI (H) 2-1,6,68,0,1,1,0,17.4,14.9,37,6.9
Deulofeu,WAT,30,MCI (A) 3-1,6,24,1,0,0,0,35.2,0.3,29,6.5
Deulofeu,WAT,32.1,MUN (A) 2-1,2,73,0,0,0,2,13.4,29.8,38,8.1
Deulofeu,WAT,32.2,FUL (H) 4-1,1,45,0,0,0,1,2,2.9,22,2.7
Deulofeu,WAT,34,ARS (H) 0-1,0,0,0,0,0,0,0,0,0,0
Deulofeu,WAT,35.1,HUD (A) 1-2,16,82,2,0,1,0,74.4,17.7,70,16.2
Deulofeu,WAT,35.2,SOU (H) 1-1,1,90,0,0,0,1,6.2,36.9,37,8
Martial,MUN,1,LEI (H) 2-1,0,0,0,0,0,0,0,0,0,0
Martial,MUN,2,BHA (A) 3-2,0,59,0,0,0,3,0,3,22,2.4
Martial,MUN,3,TOT (H) 0-3,0,0,0,0,0,0,0,0,0,0
Martial,MUN,4,BUR (A) 0-2,0,0,0,0,0,0,0,0,0,0
Martial,MUN,5,WAT (A) 1-2,1,19,0,0,0,0,0.2,1.8,6,0.8
Martial,MUN,6,WOL (H) 1-1,1,27,0,0,0,0,7.4,33.3,4,4.5
Martial,MUN,7,WHU (A) 3-1,2,70,0,0,0,2,3.8,4.9,6,1.5
Martial,MUN,8,NEW (H) 3-2,13,90,1,1,0,2,41.8,43.2,33,11.8
Martial,MUN,9,CHE (A) 2-2,15,83,2,0,0,1,69,8.2,44,12.1
Martial,MUN,10,EVE (H) 2-1,9,90,1,0,0,1,52.8,48.5,39,14
Martial,MUN,11,BOU (A) 1-2,10,90,1,0,0,1,46.6,23.8,76,14.6
Martial,MUN,12,MCI (A) 3-1,7,90,1,0,0,3,39,3.7,49,9.2
Martial,MUN,13,CRY (H) 0-0,3,90,0,0,1,0,11,48,37,9.6
Martial,MUN,14,SOU (A) 2-2,1,13,0,0,0,0,2.2,0.4,0,0.3
Martial,MUN,15,ARS (H) 2-2,7,62,1,0,0,1,36.8,2.1,42,8.1
Martial,MUN,16,FUL (H) 4-1,0,0,0,0,0,0,0,0,0,0
Martial,MUN,17,LIV (A) 3-1,1,11,0,0,0,1,0.4,0.5,0,0.1
Martial,MUN,18,CAR (A) 1-5,7,86,1,0,0,1,48,61.8,29,13.9
Martial,MUN,19,HUD (H) 3-1,0,0,0,0,0,0,0,0,0,0
Martial,MUN,20,BOU (H) 4-1,5,81,0,1,0,1,22.2,36.2,10,6.8
Martial,MUN,21,NEW (A) 0-2,3,62,0,0,1,0,0,22.2,12,3.3
Martial,MUN,22,TOT (A) 0-1,3,72,0,0,1,0,7.2,21.8,24,5.3
Martial,MUN,23,BHA (H) 2-1,2,82,0,0,0,1,10.6,29.1,24,6.4
Martial,MUN,24,BUR (H) 2-2,0,0,0,0,0,0,0,0,0,0
Martial,MUN,25,LEI (A) 0-1,0,23,0,0,0,0,4.2,1.1,25,3
Martial,MUN,26,FUL (A) 0-3,12,69,1,1,1,0,57.4,27.7,88,17.3
Martial,MUN,27,LIV (H) 0-0,0,0,0,0,0,0,0,0,0,0
Martial,MUN,28,CRY (A) 1-3,0,0,0,0,0,0,0,0,0,0
Martial,MUN,29,SOU (H) 3-2,0,0,0,0,0,0,0,0,0,0
Martial,MUN,30,ARS (A) 2-0,1,19,0,0,0,0,2.4,0.9,10,1.3
Martial,MUN,32.1,WAT (H) 2-1,9,76,1,0,1,0,44.2,15.3,99,15.9
Martial,MUN,32.2,WOL (A) 2-1,1,17,0,0,0,1,4,21.3,4,2.9
Martial,MUN,34,WHU (H) 2-1,5,90,0,1,0,1,5.6,12.6,18,3.6
Martial,MUN,35.1,EVE (A) 4-0,2,90,0,0,0,4,3.6,3.7,15,2.2
Martial,MUN,35.2,MCI (H) 0-2,1,7,0,0,0,0,1.2,0.4,0,0.2
Redmond,SOU,1,BUR (H) 0-0,3,90,0,0,1,0,10,13.4,38,6.1
Redmond,SOU,2,EVE (A) 2-1,2,90,0,0,0,2,0,2.9,5,0.7
Redmond,SOU,3,LEI (H) 1-2,2,90,0,0,0,2,10.2,22.4,18,5.1
Redmond,SOU,4,CRY (A) 0-2,3,90,0,0,1,0,17,23.3,37,7.7
Redmond,SOU,5,BHA (H) 2-2,2,90,0,0,0,2,14.8,40.6,22,7.7
Redmond,SOU,6,LIV (A) 3-0,2,90,0,0,0,3,6.6,8.5,6,2.1
Redmond,SOU,7,WOL (A) 2-0,2,90,0,0,0,2,17.8,44.4,32,9.4
Redmond,SOU,8,CHE (H) 0-3,2,90,0,0,0,3,17.8,20,27,6.5
Redmond,SOU,9,BOU (A) 0-0,3,90,0,0,1,0,9.8,28.7,5,4.4
Redmond,SOU,10,NEW (H) 0-0,3,90,0,0,1,0,14,32.5,31,7.8
Redmond,SOU,11,MCI (A) 6-1,2,72,0,0,0,5,10,7.3,6,2.3
Redmond,SOU,12,WAT (H) 1-1,2,89,0,0,0,1,11.8,14.3,4,3
Redmond,SOU,13,FUL (A) 3-2,2,90,0,0,0,3,21.2,41.7,22,8.5
Redmond,SOU,14,MUN (H) 2-2,2,90,0,0,0,2,16.4,46.4,32,9.5
Redmond,SOU,15,TOT (A) 3-1,2,90,0,0,0,3,9.2,9.8,28,4.7
Redmond,SOU,16,CAR (A) 1-0,2,90,0,0,0,1,3,8.2,10,2.1
Redmond,SOU,17,ARS (H) 3-2,5,62,0,1,0,2,25.2,38.3,20,8.4
Redmond,SOU,18,HUD (A) 1-3,13,90,1,1,0,1,50.8,17.8,30,9.9
Redmond,SOU,19,WHU (H) 1-2,7,90,1,0,0,2,50.6,19.3,67,13.7
Redmond,SOU,20,MCI (H) 1-3,1,45,0,0,0,0,4.6,10.5,0,1.5
Redmond,SOU,21,CHE (A) 0-0,3,90,0,0,1,0,5,2.7,0,0.8
Redmond,SOU,22,LEI (A) 1-2,2,90,0,0,0,1,11.6,12.2,2,2.6
Redmond,SOU,23,EVE (H) 2-1,2,85,0,0,1,0,0,4,12,1.1
Redmond,SOU,24,CRY (H) 1-1,2,90,0,0,0,1,3.6,13.6,5,2.2
Redmond,SOU,25,BUR (A) 1-1,11,86,1,0,1,0,46,34.5,11,9.2
Redmond,SOU,26,CAR (H) 1-2,1,90,0,0,0,2,11.8,4.7,32,4.9
Redmond,SOU,27,ARS (A) 2-0,2,90,0,0,0,2,8.4,26.7,23,5.8
Redmond,SOU,28,FUL (H) 2-0,6,90,0,1,1,0,6.6,26.2,33,6.6
Redmond,SOU,29,MUN (A) 3-2,2,90,0,0,0,3,14.6,33.1,9,5.7
Redmond,SOU,30,TOT (H) 2-1,1,90,0,0,0,1,6.4,4.8,24,3.5
Redmond,SOU,32,BHA (A) 0-1,6,88,0,1,1,0,24.6,14.7,29,6.8
Redmond,SOU,33,LIV (H) 1-3,2,90,0,0,0,3,5.8,4.3,12,2.2
Redmond,SOU,34,WOL (H) 3-1,15,90,2,0,0,1,81.4,4.6,75,16.1
Redmond,SOU,35.1,NEW (A) 3-1,2,90,0,0,0,3,11.8,38,25,7.5
Redmond,SOU,35.2,WAT (A) 1-1,2,90,0,0,0,1,23.8,31.6,78,13.3
