_id,IncidentNum,ReportedDateTime,Location,WeaponUsed,RoughX,RoughY
400107,91430034,5/23/2009 3:24,2341 N 44TH ST,,2542791.921,393164.688
401504,91330148,5/13/2009 17:45,1500 S LINCOLN MEMORIAL DR,,2562707.24,377393.237
402184,91290033,5/9/2009 3:12,2040 W BECHER ST,GUN,2551451.9,373698.624
402747,91250098,5/5/2009 14:03,2625 N 35TH ST,,2545801.227,395226.838
402950,91230149,5/4/2009 1:53,2822 N 28TH ST,,2548126.506,396615.144
403001,91230142,5/3/2009 17:30,644 S 9TH ST,HANDG,2555496.23,380606.25
403948,91170027,4/27/2009 4:20,2148 S 15TH PL,HANDG,2553060.852,373697.747
405278,91080004,4/17/2009 20:51,2465 W MC KINLEY AV,HANDG,2549540.782,388463.8
406266,91010006,4/11/2009 0:35,1205 W WINDLAKE AV,GUN/HANDG,2554712.469,373714.993
408006,90890125,3/30/2009 15:24,623-A W CHAMBERS ST,HANDS,2556179.039,398026.261
408031,90890146,3/30/2009 12:36,7603 W DONNA CT #8,HANDS,2531992.768,433407.219
408714,90840121,3/25/2009 13:39,1535 N 39TH ST,GUN,2544740.326,389392.199
409506,90780176,3/19/2009 22:10,7171 N TEUTONIA AV,HANDG,2545613.635,423990.156
409995,90750133,3/16/2009 16:30,5401 N 76TH ST,HANDG,2532392.345,412827.112
411047,90670115,3/8/2009 8:45,2977 N 29TH ST,,2547786.67,397279.899
411553,90630015,3/4/2009 2:10,1239 N 33RD ST,KITUT,2546571.705,387884.663
411927,90590112,2/28/2009 17:12,2909-A S 12TH ST,HANDS,2554472.208,368410.714
411992,90590019,2/28/2009 3:03,2672 N 41ST ST,,2543899.262,395177.335
412237,90570011,2/25/2009 22:55,3827 W GOOD HOPE RD #8,,2544636.226,425262.007
413045,90500001,2/18/2009 21:09,2911 N 25TH ST,GUN,2549111.703,397293.653
413232,90480109,2/17/2009 11:58,7320 W BURLEIGH ST #3,,2533411.971,398303.952
413282,90480017,2/17/2009 2:12,10021 W FOND DU LAC AV #4,,2524061.045,420561.946
413718,90440023,2/13/2009 12:15,5123 W MILL RD,,2540309.904,419835.964
414417,90380129,2/7/2009 18:40,3401 N 12TH ST,HANDG,2554048.85,400120.151
415708,90270072,1/27/2009 13:50,4624 N 28TH ST,,2548019.429,407954.305
416584,90200003,1/19/2009 23:38,2424 W WELLS ST #102,KITUT/KNIFE,2549921.381,385914.078
417699,90080118,1/8/2009 14:57,4837 N TEUTONIA AV,,2548337.553,409297.52
418044,90060006,1/5/2009 22:49,9420 W BECKETT AV #1,GUN,2525911.806,413474.091
419051,83640047,12/29/2008 7:31,8147 W THURSTON AV #3,GUN,2530689.416,415112.044
421377,83430005,12/8/2008 7:48,601 W LINCOLN AV,GUN,2556704.103,372435.415
423377,83270124,11/22/2008 13:51,2616 W CLYBOURN ST,,2549026.77,384389.814
423578,83250124,11/20/2008 17:42,2876 N 45TH ST,HANDG,2542431.508,396478.036
424262,83210023,11/16/2008 0:27,4200 W BURLEIGH ST,GUN,2543548.821,398497.007
425006,83150196,11/10/2008 18:15,3033 S 12TH ST,HANDS/OTHER,2554476.831,367751.666
425211,83140018,11/9/2008 9:45,734 N 26TH ST,,2549024.543,385324.552
425664,83110164,11/6/2008 11:11,939 N 24TH ST #12,KNIFE,2549911.525,386412.763
425889,83100003,11/4/2008 23:32,3776 N 60TH ST,GUN,2537720.863,401738.568
426210,83080068,11/3/2008 4:48,3172 S 19TH ST,,2551883.125,367051.356
427575,82990132,10/25/2008 15:43,2837 N SHOLES AV,,2535867.95,396262.448
430365,82830085,10/8/2008 20:22,2217 W CLARKE ST,,2550458.486,395313.749
431028,82780177,10/4/2008 18:24,1119 N 14TH ST,BBBAT/BLUNT/KNIFE,2553305.125,387481.693
432029,82720143,9/28/2008 22:45,1212 S 12TH ST,HANDS,2554424.353,378314.351
432134,82720027,9/28/2008 10:50,6050 N 39TH ST,GUN,2544328.815,417248.631
433588,82670008,9/20/2008 6:58,3328-A W SCOTT ST,,2546841.357,378105.572
433653,82640033,9/19/2008 21:55,6612 N 90TH ST,,2527384.627,420961.187
433951,82620060,9/18/2008 7:54,4622 W MILL RD,HANDS,2541834.676,419872.548
435819,82510020,9/6/2008 23:38,3040 W ATKINSON AV,,2547370.044,407414.318
436033,82490147,9/5/2008 16:07,1948 S 13TH ST,,2554124.053,375027.458
437271,82420013,8/28/2008 23:10,409 W VIENNA AV,GUN,2556995.563,402587.824
437443,82400221,8/27/2008 22:34,2135 N 37TH ST,GUN,2545211.369,392077.811
438856,82330082,8/20/2008 10:10,2656 N 24TH PL,GUN,2549464.173,395305.496
440972,82210005,8/7/2008 23:21,2910 N 11TH ST,HANDG,2554321.573,397311.704
442660,82110095,7/29/2008 9:44,5560 N 33RD ST,GUN,2546297.742,413945.12
442994,82090050,7/27/2008 13:10,2043 S 16TH ST,HANDG,2552805.027,374363.847
443564,82060030,7/24/2008 11:11,2026 S 12TH ST,KNIFE/OTHER,2554438.742,374373.976
444160,82030015,7/20/2008 22:17,6435 W CARMEN AV,GUN,2536336.824,415767.703
444446,82010047,7/19/2008 2:26,2465 N FREDERICK AV #205,HANDS,2565362.628,394420.091
444836,81980189,7/16/2008 21:04,2522 W CAPITOL DR,KNIFE,2548983.433,403936.948
446898,81860178,7/4/2008 19:39,1905 N 32ND ST,SHTGN,2546814.995,391250.109
446995,81860046,7/4/2008 3:54,421 W MAPLE ST,GUN,2557548.347,375455.308
447000,81860040,7/4/2008 2:41,2554 N 28TH ST,GUN/HANDG/RIFLE,2548151.741,394614.907
447671,81820017,6/29/2008 23:57,7251 W APPLETON AV,OTHER,2533825.894,402502.985
448510,81620016,6/25/2008 2:45,2236 N 15TH ST,,2552810.11,392425.344
448977,81740111,6/22/2008 13:50,2602 N TEUTONIA AV,GUN,2553395.854,395327.475
449605,81700210,6/18/2008 17:46,332 N 30TH ST #LWR,KNIFE,2547657.477,383460.188
449889,81690020,6/17/2008 0:01,2609 N 37TH ST,HANDG,2545164.012,395208.733
450419,81660036,6/14/2008 1:45,2271 S 30TH ST,GUN,2547871.602,372973.09
452592,81530037,6/1/2008 2:48,2803 W CHERRY ST,GUN,2548244.163,389445.812
453694,81460010,5/25/2008 12:20,1000 N WATER ST,,2558466.351,387260.112
454822,81390187,5/18/2008 20:26,2560 N 16TH ST,HANDG,2552452.587,394663.425
456031,81320076,5/11/2008 13:27,2315 S 14TH ST,GUN,2553747.747,372382.176
457134,81250121,5/4/2008 11:55,2701 S CHASE AV,HANDS,2558587.722,369965.182
457334,81240040,5/3/2008 4:35,3257 N 15TH ST,HANDG,2553062.047,399722.844
458559,81160182,4/25/2008 15:02,5727 N 41ST ST,HANDG,2543703.16,415368.144
459703,81100035,4/19/2008 2:41,2828 S 16TH ST,GUN,2552791.75,369011.751
459886,81160093,4/17/2008 23:12,4041 N 27TH ST,OTHER,2548375.244,403940.515
460030,81080036,4/17/2008 1:36,2928 W MELVINA ST,HANDG,2547723.11,403086.741
461660,80970038,4/6/2008 2:37,10110 W FOUNTAIN AV,HANDG,2523685.67,428258.937
461662,80970034,4/6/2008 2:00,7666 W WABASH CT,GUN,2531786.123,433903.621
461956,80950027,4/4/2008 1:28,9135 W SILVER SPRING DR,GUN,2527055.526,414258.52
462924,80880011,3/27/2008 21:29,4354 N TEUTONIA AV,HANDS,2549543.653,406345.494
463858,80810006,3/20/2008 22:20,2817 N 34TH ST,GUN,2546095.119,396565.169
465156,80720022,3/12/2008 2:05,7158 W FOND DU LAC AV,GUN/HANDS,2533860.694,410680.248
466935,80570127,2/26/2008 13:15,5501 W VLIET ST,OTHER,2539315.266,389007.261
467112,80560065,2/25/2008 8:39,3860 N PORT WASHINGTON AV,GUN,2556344.563,403151.144
467404,80530156,2/22/2008 19:10,1950 N 37TH ST,GUN,2545229.412,391145.077
467681,80090199,2/20/2008 16:00,2534 N 34TH ST,,2546124.217,394573.135
468162,80470101,2/16/2008 12:49,4811 N TEUTONIA AV,GUN,2548337.553,409297.52
470622,80260031,1/26/2008 1:14,201 W WALKER ST,,2558170.174,379522.508
471503,80180102,1/18/2008 13:24,3228-A W SENATOR AV,HANDS,2546614.308,398910.342
471562,80170214,1/18/2008 1:13,5314 N 35TH ST,GUN,2545654.718,412610.887
471622,80170209,1/17/2008 18:24,3288 N 15TH ST,GUN,2553062.047,399722.844
471727,80170024,1/17/2008 3:24,2155 S 17TH ST,GUN/HANDG,2552499.932,373696.522
471729,80170033,1/17/2008 3:11,2245-B S 18TH ST,GUN/HANDG,2552222.664,373030.613
472780,80100184,1/10/2008 13:53,2815-A N 37TH ST,,2545143.197,396540.618
474339,73650024,12/31/2007 23:58,2908 S 9TH ST,KITUT,2555769.493,368448.003
475494,73570080,12/23/2007 19:40,2338 N 15TH ST,HANDG,2552797.543,393340.837
476357,73520004,12/17/2007 22:21,2433 W AUER AV,HANDG,2549753.756,399283.818
476367,73520009,12/17/2007 21:25,4962 N 55TH ST,GUN,2539070.832,409136.58
476959,73470063,12/13/2007 8:48,1627 N MAYFLOWER CT,OTHER,2555709.268,390258.459
477365,73440014,12/10/2007 7:00,3726 W GLENDALE AV,GUN/HANDG,2545019.337,407853.305
477494,73430004,12/8/2007 23:31,1738 N 33RD ST,GUN/HANDG,2546495.338,390421.015
477537,73430080,12/8/2007 15:59,2726 W CLYBOURN ST,,2548662.597,384381.438
477625,73420037,12/8/2007 2:37,1534 W HOPKINS ST,GUN,2552593.921,397331.387
478625,73340133,11/30/2007 16:28,2209 N 38TH ST,GUN,2544876.868,392714.178
480993,73190198,11/15/2007 20:10,3811 S 76TH ST,HANDG,2533094.146,362588.033
481616,73160119,11/12/2007 10:50,3155 N 21ST ST,HANDG,2550704.08,398637.636
482045,73140001,11/9/2007 19:28,6333 W FOND DU LAC AV,BLUNT,2537013.534,407422.375
482571,73100198,11/6/2007 19:35,1328 W GREENFIELD AV,GUN,2554125.822,377554.816
483377,73060113,11/2/2007 0:13,4130 N 46TH ST,OTHER,2541921.694,404457.961
484643,72990164,10/26/2007 11:26,2504 W WELLS ST #109,,2549371.777,385902.298
484718,72990025,10/26/2007 0:31,7607 W HAMPTON AV,HANDG,2532358.583,409092.037
485578,72940025,10/21/2007 11:15,3515 W NASH ST,,2545710.496,401881.433
485793,72930040,10/20/2007 2:14,5500 N TEUTONIA AV,HANDG,2547218.61,413953.246
485834,72920253,10/19/2007 21:46,5514 W LISBON AV,HANDG,2539276.034,394751.683
485941,72920029,10/19/2007 12:05,3120 W NORTH AV,GUN,2547090.333,393265.666
485998,72920006,10/19/2007 3:05,5062 N 51ST BL,HANDG,2540371.179,410495.029
487250,72850014,10/12/2007 3:35,2964 N 24TH ST,RIFLE,2549771.442,397301.277
487421,72840024,10/11/2007 0:16,8584 W APPLETON AV,HANDG,2529368.886,409457.817
487737,72830012,10/9/2007 6:50,2182 S MUSKEGO AV,HANDG,2550192.407,373179.471
487969,72810003,10/7/2007 22:08,3028 N 6TH ST,HANDG,2556179.039,398026.261
489529,72720187,9/29/2007 14:28,1328-A W HIGHLAND AV,BLUNT,2553678.398,387493.683
490224,72680197,9/25/2007 18:10,1130 N 29TH ST #202,KNIFE,2547826.138,387423.124
490389,72680007,9/24/2007 21:28,2659 N 24TH PL,HANDG,2549464.173,395305.496
490787,72660026,9/22/2007 23:33,9522 W ORINDA CT,GUN,2525744.851,423712.944
491321,72630029,9/20/2007 2:18,6201 W CUSTER AV,HANDG,2537030.633,413296.798
491835,72600023,9/17/2007 2:10,2063 S 8TH ST,GUN/HANDG,2555955.311,374079.529
492001,72590038,9/16/2007 2:10,2525 N HOLTON ST,HANDG,2559738.816,394762.841
492158,72580015,9/14/2007 23:07,4329 N 54TH ST,,2539331.437,405739.99
493081,72520124,9/9/2007 12:20,5863 N 36TH ST,GUN,2545304.27,415392.425
493149,72520021,9/9/2007 1:42,6830 W APPLETON AV,HANDG,2534953.664,400678.562
494014,72470033,9/4/2007 10:23,1325 N 22ND ST,GUN,2550556.712,388488.274
494076,72470008,9/3/2007 22:45,4517 N TEUTONIA AV #4,,2549156.076,407289.066
494427,72450003,9/1/2007 23:14,1819 W FAIRMOUNT AV,GUN,2551989.043,410747.795
494639,72430221,8/31/2007 16:37,4448 N 50TH ST,GUN,2540642.066,406454.973
425889,83100003,11/4/2008 23:32,3776 N 60TH ST,GUN,2537720.863,401738.568
426210,83080068,11/3/2008 4:48,3172 S 19TH ST,,2551883.125,367051.356
427575,82990132,10/25/2008 15:43,2837 N SHOLES AV,,2535867.95,396262.448
430365,82830085,10/8/2008 20:22,2217 W CLARKE ST,,2550458.486,395313.749
431028,82780177,10/4/2008 18:24,1119 N 14TH ST,BBBAT/BLUNT/KNIFE,2553305.125,387481.693
432029,82720143,9/28/2008 22:45,1212 S 12TH ST,HANDS,2554424.353,378314.351
432134,82720027,9/28/2008 10:50,6050 N 39TH ST,GUN,2544328.815,417248.631
433588,82670008,9/20/2008 6:58,3328-A W SCOTT ST,,2546841.357,378105.572
433653,82640033,9/19/2008 21:55,6612 N 90TH ST,,2527384.627,420961.187
433951,82620060,9/18/2008 7:54,4622 W MILL RD,HANDS,2541834.676,419872.548
435819,82510020,9/6/2008 23:38,3040 W ATKINSON AV,,2547370.044,407414.318
436033,82490147,9/5/2008 16:07,1948 S 13TH ST,,2554124.053,375027.458
437271,82420013,8/28/2008 23:10,409 W VIENNA AV,GUN,2556995.563,402587.824
437443,82400221,8/27/2008 22:34,2135 N 37TH ST,GUN,2545211.369,392077.811
438856,82330082,8/20/2008 10:10,2656 N 24TH PL,GUN,2549464.173,395305.496
440972,82210005,8/7/2008 23:21,2910 N 11TH ST,HANDG,2554321.573,397311.704
442660,82110095,7/29/2008 9:44,5560 N 33RD ST,GUN,2546297.742,413945.12
442994,82090050,7/27/2008 13:10,2043 S 16TH ST,HANDG,2552805.027,374363.847
443564,82060030,7/24/2008 11:11,2026 S 12TH ST,KNIFE/OTHER,2554438.742,374373.976
444160,82030015,7/20/2008 22:17,6435 W CARMEN AV,GUN,2536336.824,415767.703
444446,82010047,7/19/2008 2:26,2465 N FREDERICK AV #205,HANDS,2565362.628,394420.091
444836,81980189,7/16/2008 21:04,2522 W CAPITOL DR,KNIFE,2548983.433,403936.948
446898,81860178,7/4/2008 19:39,1905 N 32ND ST,SHTGN,2546814.995,391250.109
446995,81860046,7/4/2008 3:54,421 W MAPLE ST,GUN,2557548.347,375455.308
447000,81860040,7/4/2008 2:41,2554 N 28TH ST,GUN/HANDG/RIFLE,2548151.741,394614.907
447671,81820017,6/29/2008 23:57,7251 W APPLETON AV,OTHER,2533825.894,402502.985
448510,81620016,6/25/2008 2:45,2236 N 15TH ST,,2552810.11,392425.344
448977,81740111,6/22/2008 13:50,2602 N TEUTONIA AV,GUN,2553395.854,395327.475
449605,81700210,6/18/2008 17:46,332 N 30TH ST #LWR,KNIFE,2547657.477,383460.188
449889,81690020,6/17/2008 0:01,2609 N 37TH ST,HANDG,2545164.012,395208.733
450419,81660036,6/14/2008 1:45,2271 S 30TH ST,GUN,2547871.602,372973.09
452592,81530037,6/1/2008 2:48,2803 W CHERRY ST,GUN,2548244.163,389445.812
453694,81460010,5/25/2008 12:20,1000 N WATER ST,,2558466.351,387260.112
454822,81390187,5/18/2008 20:26,2560 N 16TH ST,HANDG,2552452.587,394663.425
456031,81320076,5/11/2008 13:27,2315 S 14TH ST,GUN,2553747.747,372382.176
457134,81250121,5/4/2008 11:55,2701 S CHASE AV,HANDS,2558587.722,369965.182
457334,81240040,5/3/2008 4:35,3257 N 15TH ST,HANDG,2553062.047,399722.844
458559,81160182,4/25/2008 15:02,5727 N 41ST ST,HANDG,2543703.16,415368.144
459703,81100035,4/19/2008 2:41,2828 S 16TH ST,GUN,2552791.75,369011.751
459886,81160093,4/17/2008 23:12,4041 N 27TH ST,OTHER,2548375.244,403940.515
460030,81080036,4/17/2008 1:36,2928 W MELVINA ST,HANDG,2547723.11,403086.741
461660,80970038,4/6/2008 2:37,10110 W FOUNTAIN AV,HANDG,2523685.67,428258.937
461662,80970034,4/6/2008 2:00,7666 W WABASH CT,GUN,2531786.123,433903.621
461956,80950027,4/4/2008 1:28,9135 W SILVER SPRING DR,GUN,2527055.526,414258.52
462924,80880011,3/27/2008 21:29,4354 N TEUTONIA AV,HANDS,2549543.653,406345.494
463858,80810006,3/20/2008 22:20,2817 N 34TH ST,GUN,2546095.119,396565.169
465156,80720022,3/12/2008 2:05,7158 W FOND DU LAC AV,GUN/HANDS,2533860.694,410680.248
466935,80570127,2/26/2008 13:15,5501 W VLIET ST,OTHER,2539315.266,389007.261
467112,80560065,2/25/2008 8:39,3860 N PORT WASHINGTON AV,GUN,2556344.563,403151.144
467404,80530156,2/22/2008 19:10,1950 N 37TH ST,GUN,2545229.412,391145.077
467681,80090199,2/20/2008 16:00,2534 N 34TH ST,,2546124.217,394573.135
468162,80470101,2/16/2008 12:49,4811 N TEUTONIA AV,GUN,2548337.553,409297.52
470622,80260031,1/26/2008 1:14,201 W WALKER ST,,2558170.174,379522.508
471503,80180102,1/18/2008 13:24,3228-A W SENATOR AV,HANDS,2546614.308,398910.342
471562,80170214,1/18/2008 1:13,5314 N 35TH ST,GUN,2545654.718,412610.887
471622,80170209,1/17/2008 18:24,3288 N 15TH ST,GUN,2553062.047,399722.844
471727,80170024,1/17/2008 3:24,2155 S 17TH ST,GUN/HANDG,2552499.932,373696.522
471729,80170033,1/17/2008 3:11,2245-B S 18TH ST,GUN/HANDG,2552222.664,373030.613
472780,80100184,1/10/2008 13:53,2815-A N 37TH ST,,2545143.197,396540.618
474339,73650024,12/31/2007 23:58,2908 S 9TH ST,KITUT,2555769.493,368448.003
475494,73570080,12/23/2007 19:40,2338 N 15TH ST,HANDG,2552797.543,393340.837
476357,73520004,12/17/2007 22:21,2433 W AUER AV,HANDG,2549753.756,399283.818
476367,73520009,12/17/2007 21:25,4962 N 55TH ST,GUN,2539070.832,409136.58
476959,73470063,12/13/2007 8:48,1627 N MAYFLOWER CT,OTHER,2555709.268,390258.459
477365,73440014,12/10/2007 7:00,3726 W GLENDALE AV,GUN/HANDG,2545019.337,407853.305
477494,73430004,12/8/2007 23:31,1738 N 33RD ST,GUN/HANDG,2546495.338,390421.015
477537,73430080,12/8/2007 15:59,2726 W CLYBOURN ST,,2548662.597,384381.438
477625,73420037,12/8/2007 2:37,1534 W HOPKINS ST,GUN,2552593.921,397331.387
478625,73340133,11/30/2007 16:28,2209 N 38TH ST,GUN,2544876.868,392714.178
480993,73190198,11/15/2007 20:10,3811 S 76TH ST,HANDG,2533094.146,362588.033
481616,73160119,11/12/2007 10:50,3155 N 21ST ST,HANDG,2550704.08,398637.636
482045,73140001,11/9/2007 19:28,6333 W FOND DU LAC AV,BLUNT,2537013.534,407422.375
482571,73100198,11/6/2007 19:35,1328 W GREENFIELD AV,GUN,2554125.822,377554.816
483377,73060113,11/2/2007 0:13,4130 N 46TH ST,OTHER,2541921.694,404457.961
484643,72990164,10/26/2007 11:26,2504 W WELLS ST #109,,2549371.777,385902.298
484718,72990025,10/26/2007 0:31,7607 W HAMPTON AV,HANDG,2532358.583,409092.037
485578,72940025,10/21/2007 11:15,3515 W NASH ST,,2545710.496,401881.433
485793,72930040,10/20/2007 2:14,5500 N TEUTONIA AV,HANDG,2547218.61,413953.246
485834,72920253,10/19/2007 21:46,5514 W LISBON AV,HANDG,2539276.034,394751.683
485941,72920029,10/19/2007 12:05,3120 W NORTH AV,GUN,2547090.333,393265.666
485998,72920006,10/19/2007 3:05,5062 N 51ST BL,HANDG,2540371.179,410495.029
487250,72850014,10/12/2007 3:35,2964 N 24TH ST,RIFLE,2549771.442,397301.277
487421,72840024,10/11/2007 0:16,8584 W APPLETON AV,HANDG,2529368.886,409457.817
487737,72830012,10/9/2007 6:50,2182 S MUSKEGO AV,HANDG,2550192.407,373179.471
487969,72810003,10/7/2007 22:08,3028 N 6TH ST,HANDG,2556179.039,398026.261
489529,72720187,9/29/2007 14:28,1328-A W HIGHLAND AV,BLUNT,2553678.398,387493.683
490224,72680197,9/25/2007 18:10,1130 N 29TH ST #202,KNIFE,2547826.138,387423.124
490389,72680007,9/24/2007 21:28,2659 N 24TH PL,HANDG,2549464.173,395305.496
490787,72660026,9/22/2007 23:33,9522 W ORINDA CT,GUN,2525744.851,423712.944
491321,72630029,9/20/2007 2:18,6201 W CUSTER AV,HANDG,2537030.633,413296.798
491835,72600023,9/17/2007 2:10,2063 S 8TH ST,GUN/HANDG,2555955.311,374079.529
492001,72590038,9/16/2007 2:10,2525 N HOLTON ST,HANDG,2559738.816,394762.841
492158,72580015,9/14/2007 23:07,4329 N 54TH ST,,2539331.437,405739.99
493081,72520124,9/9/2007 12:20,5863 N 36TH ST,GUN,2545304.27,415392.425
493149,72520021,9/9/2007 1:42,6830 W APPLETON AV,HANDG,2534953.664,400678.562
494014,72470033,9/4/2007 10:23,1325 N 22ND ST,GUN,2550556.712,388488.274
494076,72470008,9/3/2007 22:45,4517 N TEUTONIA AV #4,,2549156.076,407289.066
494427,72450003,9/1/2007 23:14,1819 W FAIRMOUNT AV,GUN,2551989.043,410747.795
494639,72430221,8/31/2007 16:37,4448 N 50TH ST,GUN,2540642.066,406454.973
557135,62360014,8/23/2006 23:14,2239 N 33RD ST,HANDS/OTHER,2546477.047,392750.754
558138,62310001,8/18/2006 21:28,2406 N 10TH ST,HANDG/RIFLE,2554744.443,394022.95
560106,62190246,8/7/2006 21:38,2958 N 13TH ST,GUN,2553737.007,397603.524
560971,62150013,8/2/2006 21:51,5020 N 47TH ST,HANDG,2541696.498,410521.589
561282,62130106,8/1/2006 9:07,6201 W LINCOLN CREEK DR,BLUNT,2537096.345,408770.228
562480,62060262,7/25/2006 20:27,3334 W HIGHLAND BL #1118,KNIFE,2546593.218,387396.081
563026,62040002,7/22/2006 22:03,5119 N 65TH ST,GUN,2536053.386,410965.298
563106,62030039,7/22/2006 10:20,1011 S CESAR E CHAVEZ DR,HANDG,2552736.035,379020.985
564166,61970033,7/16/2006 12:25,1013 N OLD WORLD THIRD ST,,2557489.57,387073.646
564242,61970034,7/16/2006 2:04,1013 N OLD WORLD THIRD ST,GUN,2557489.57,387073.646
564247,61970032,7/16/2006 1:40,130 E CONCORDIA AV,HANDG,2558346.591,400035.388
564565,61950060,7/14/2006 4:36,8924 W CARMEN AV,HANDS,2527740.578,415722.228
564782,61930117,7/12/2006 18:52,1523 S 9TH ST,HANDS,2555571.34,377199.387
565699,61880158,7/7/2006 16:40,3019 N 23RD ST,KNIFE,2550094.454,397970.024
565786,61880050,7/7/2006 5:46,554 S LAYTON BL,HANDG,2548733.165,380915.62
565971,61870019,7/6/2006 4:30,2815 N 23RD ST,HANDG,2550109.156,396641.895
566639,61830110,7/2/2006 13:15,225 E BURLEIGH ST,HANDG,2558693.311,398714.08
566967,61810116,6/30/2006 12:47,4161 S HOWELL AV,BLUNT,2559469.806,360573.42
567052,61810036,6/30/2006 0:50,5447 N 91ST ST #3,HANDG,2527079.383,412913.744
567244,61790197,6/28/2006 20:35,2417 W JUNEAU AV,,2549879.598,387956.922
567584,61780004,6/26/2006 22:07,9109 W CONGRESS ST,GUN/HANDG,2527126.317,406050.13
568805,61710009,6/19/2006 22:12,2740 N BUFFUM ST,,2559384.448,396083.728
569007,61690190,6/18/2006 21:24,1724 S 25TH ST,,2549585.684,375781.461
569450,61670092,6/16/2006 9:44,3939 N SHERMAN BL,GUN,2543016.378,403106.063
569916,61640243,6/13/2006 20:32,3608 N 3RD ST,GUN/HANDG,2557324.275,401347.719
570972,61590006,6/7/2006 23:28,3036 W ATKINSON AV,,2547370.044,407414.318
571357,61560265,6/5/2006 20:32,910 W CHAMBERS STREET,HANDG,2555053.203,398011.29
572121,61520096,6/1/2006 9:15,9216 W BROWN DEER RD,,2526965.001,435473.391
572553,61490187,5/29/2006 19:25,2900 S SHORE DR,GUN,2566478.99,369524.656
572554,61490188,5/29/2006 19:25,2910 S SHORE DR,HANDG,2566478.99,369524.656
572580,61490148,5/29/2006 15:53,3176 N 40TH ST,VEHIC,2544168.249,398513.491
572909,61470028,5/27/2006 11:07,2664 N SHERMAN BL,HANDG,2543114.513,395157.855
572962,61470048,5/27/2006 2:26,1408 S 14TH ST,GUN,2553766.454,377546.13
573469,61440039,5/24/2006 4:25,1125 N CALLAHAN PL #310,HANDG/GUN,2552720.336,387469.885
573493,61430174,5/23/2006 22:50,2634 N 9TH ST,HANDG,2555091.543,395349.316
574486,61380030,5/18/2006 1:34,2321 N BUFFUM ST,HANDG,2559433.165,393437.13
575635,61300183,5/10/2006 10:46,3103-D W WELLS ST,,2547176.243,385859.441
576781,61230081,5/3/2006 7:46,2470 N 22ND ST,KNIFE,2550475.608,393979.625
576782,61230175,5/3/2006 7:46,2470 N 22ND ST,FIRE,2550475.608,393979.625
576783,61230176,5/3/2006 7:46,2470 N 22ND ST,FIRE,2550475.608,393979.625
578339,61130011,4/22/2006 23:29,1515 N 38TH ST,GUN,2545056.065,389398.404
578726,61100156,4/20/2006 16:29,2671 N 2ND ST,HANDG,2557785.427,395394.862
579390,61060071,4/16/2006 11:29,7832 N 64TH CT,KITUT,2536420.403,429845.483
580077,61010199,4/11/2006 16:14,9541 W RIO ST,KNIFE,2525450.437,417925.348
580323,61000030,4/10/2006 6:28,4826 N 54TH ST,GUN/HANDG,2539401.814,409142.233
580339,61000001,4/9/2006 23:17,2879 N 28TH ST,HANDG,2548126.506,396615.144
581184,60940140,4/4/2006 14:42,2507 N 6TH ST,HANDG,2556233.625,394700.574
581895,60890098,3/30/2006 11:55,4588 S 2OTH ST #1,HANDS,,
582509,60850015,3/26/2006 2:10,7158 W FOND DU LAC AV,HANDG,2533860.694,410680.248
582896,60820132,3/23/2006 13:54,2700 N 1ST ST,HANDS,2558174.35,396064.612
583540,60770138,3/18/2006 18:27,3531 N TEUTONIA AV,HANDG,2551693.472,401292.517
584194,60730022,3/13/2006 23:55,2622 N 30TH ST,HANDG,2547487.592,395258.421
584793,60680174,3/9/2006 20:30,3702 N 25TH ST,HANDG,2549002.615,402094.468
585233,60650097,3/6/2006 13:52,2300 N 35TH ST,VEHIC,2545828.126,393237.972
585892,60600112,3/1/2006 11:40,4054 N 19TH ST,GUN,2551728.212,403929.108
586841,60530014,2/22/2006 0:30,2773-A N 36TH ST,HANDG,2545471.716,395885.674
586966,60520022,2/21/2006 1:34,1021 W KEEFE AV,GUN,2554700.076,401126.441
586968,60520015,2/21/2006 1:02,4790 N 38TH ST,GUN,2544697.171,408504.487
587450,60470143,2/16/2006 19:00,2928 S 8TH ST,HANDG,2556093.503,368457.316
587988,60430141,2/12/2006 12:20,2341 N 38TH ST,GUN,2544869.999,393214.128
588055,60430026,2/12/2006 2:08,406 E KEEFE AV,HANDG,2559335.883,401384.851
589384,60470069,2/1/2006 16:03,2115 N 30TH ST,,2547597.993,392269.324
590694,60240008,1/24/2006 0:09,1556 N 35TH ST,HANDG,2545892.4,389412.011
591966,60150031,1/15/2006 2:26,2121 W NORTH AV,GUN,2550815.602,393318.706
592084,60140226,1/14/2006 13:11,3319 N 27TH ST,GUN,2548414.518,400056.988
592158,60140016,1/14/2006 0:07,1143 N 29TH ST #106,HANDS/OTHER,2547826.138,387423.124
593664,60050006,1/4/2006 22:42,2601 N 35TH ST,HANDG,2545801.227,395226.838
593667,60040254,1/4/2006 21:47,3331 N 2ND ST,,2557678.518,400167.561
594784,53620160,12/28/2005 17:07,9201 W CAPITOL DR,HANDG,2526823.479,403374.882
594895,53620012,12/27/2005 22:45,2708 N 9TH ST,HANDG,2555077.343,396019.666
595338,53580141,12/24/2005 17:18,6941 W FLORIST AV,,2534657.17,417085.83
595459,53570181,12/23/2005 21:25,2708 W WRIGHT ST,HANDG,2548486.198,394625.181
